song_id,user_id,rating
1nVPKaMoklCkNECemgHQqA,JM307V,1
3kIFvXRYXQgrpYtgrsa4Wu,JM307V,0
3XOVGcQrtEM0dcy2wirvt5,JM307V,0
17jKShUIh1IQrmVd3Igf1c,JM307V,1
4PuhN8JC4aZ7RKPSg8TMEI,JM307V,0
1vhhTbajEQtcF6SBBjeh0T,JM307V,1
3ApoSum5KmMZAgEvGPtLcQ,JM307V,0
3mPnL4SrKYOCsfqzDWZoLT,JM307V,1
5rJO9X2CBKpjV5LWO9bSzX,JM307V,0
6cIawh5U1rATGckJJy4gsp,JM307V,1
11ZUcu9ukDp57HiCpnTivy,JM307V,0
7hQ6NPWCEE1embDOxJ0ETm,JM307V,0
6nyNTHeGWBj9amiqRhVQEq,JM307V,1
4kcI9b4sLgfWA1Yw6njGdn,JM307V,1
7j9XNvihzAHSXmZTMQBrth,JM307V,0
1Q1cZTysJfY53kewVtDJkc,JM307V,0
6Iz9D6AAsdoWsgpaS2qWwc,JM307V,1
1sO5FNrZaySiM21IHddR37,JM307V,1
00Fttpw7dMIkWpUsif07Q7,JM307V,0
5oAM5EWT6UlvG08TexHfji,JM307V,1
5d0Qp5K6cAFa2HbY6kYZ6e,JM307V,1
4f2mPHL6tRWR6xhyPWdGrq,JM307V,1
7Lm6AU2K0BfoxXzgDCiVfl,JM307V,0
77UGX35IK6UZBaSCgD9j2B,JM307V,0
1vhhTbajEQtcF6SBBjeh0T,JM307V,0
4DP23FT7SqCqp43qXaUfT2,JM307V,1
5wfUL3VjqVhZIRO4ROqdMy,JM307V,0
7BJgFzqhL4zdOxpUgfEi1B,JM307V,0
1FleVREqKuC6p1R5aybzWg,JM307V,1
6YMZ78dxfrWghVYrCmIP60,JM307V,0
1JW7hEUq5Q0uC0TSs16WOi,JM307V,0
0QE8IIehFGEWFdSRtTF0Ud,JM307V,0
3BS9UNZtT9vs7irvdlHyc0,JM307V,1
1sO5FNrZaySiM21IHddR37,JM307V,0
6MnRB5F8oysVd1zW2f1SG1,WAS87T,1
0BTBGxzhHRDxBDe9q0PuE2,WAS87T,1
37s2uTq6xvtMGtmwdUsZuj,WAS87T,1
6J35rkMOr8ko4grx1JC5Gn,WAS87T,1
0dhkDgWBQDbVF9jLW4z6eh,WAS87T,1
1U07KmHx6eaqSTgJFIGB7a,WAS87T,1
2pWQs0S8W19vq3HpHd4tsc,WAS87T,0
4EbHf1jSmSeER6RR6zSDoF,WAS87T,0
3mPnL4SrKYOCsfqzDWZoLT,WAS87T,0
2LN3xig1zirqzPilZYaxxK,WAS87T,0
1u7fCYYK4AaQFyhLF1rcnQ,WAS87T,1
7e2TPXVDxoW3d99S6K6V8L,WAS87T,1
5k7s98W9TYamqepeTMrBH6,WAS87T,0
5WmPL0RQxooB4si6PuSkUi,WAS87T,0
7n1T2hUWv8LXwRLxY0KoRh,WAS87T,1
6AuJiHY6xjYRQJJFR8jkMd,WAS87T,1
2oo9FqwU1QO2mI635PNO3c,WAS87T,0
0sHyVWNc3nfxAYOTOwOlPx,WAS87T,1
0UxgiKkfFb2k3cpHXL16hH,WAS87T,1
14q7js7EX0eKvwi2kQMpjJ,WAS87T,1
03PPhDXAOUYpLuU8MUUHRK,WAS87T,0
6AJVgXNymNaGhWQYTYiLsy,WAS87T,0
1ncFtYFvVNeda68HaH58IQ,WAS87T,1
7wRH2XOQ6Cl1YSZ5BpBizc,WAS87T,0
3LMm9zIpZZSmXLEhx8c0Il,WAS87T,1
34ABi4XbmK2cziFgWqNe5F,WAS87T,1
30Nt6BPaPhliDOxDjecLc3,WAS87T,0
5hLs86J7Q3EihC2t4s0EMO,WAS87T,0
3p2n1UTPBc5RdQY9X94Xpg,WAS87T,0
2CYxB3hyLthTbj4MZYq3sw,WAS87T,1
2zgqg6VP23XElZosH6f87V,WAS87T,1
4vOctpltO7F86aJrYULHDm,WAS87T,0
1CJm8mkcBSHNINeFMswMyp,WAS87T,0
0oH72Fb49LStsmsiWE3Nef,WAS87T,0
7lDeTb0N2dB5k4cCTJ3iPs,WAS87T,1
4i8orOb8TviEij3hB7WV0T,WAS87T,1
2EkwSusROIGhfLkWaVyhK9,WAS87T,1
4PuhN8JC4aZ7RKPSg8TMEI,WAS87T,1
32xldSrlgEzSV7u2yg9p6L,WAS87T,0
7z227YTxYsWA6gmmLO6DFN,WAS87T,1
06mqPARyUWIyI6y4dp3YoW,WAS87T,0
7FVtdvel5Cyn8wFEJxBdM1,WAS87T,1
6o8eIDnAmPB9jLbjaw5Z2u,WAS87T,1
12WgQHdEUhJPEa070VBzSu,WAS87T,1
166LgQfEjXayFCiutD0fFp,LTKTUW,0
270CAUuzLvWTPn28jPE30G,LTKTUW,1
70KpZkOdrlggy3PjItbUMh,LTKTUW,1
7Exmq2Fkqf5p3G3cWGbq3D,LTKTUW,0
70GauqhOl0WYpJsiPQOjGK,LTKTUW,1
0zrwaVlCYNxMrB1d9sUY70,LTKTUW,0
6YzJt1eT9zRqzLWoGIzmQV,LTKTUW,0
4uwvBSXmUBxHEofKpY7w7c,LTKTUW,0
1Q4qNnfnxfDx0bQydwnH6N,LTKTUW,1
1gUaYOw6Qdx0p5IwziAWqX,LTKTUW,1
7wRH2XOQ6Cl1YSZ5BpBizc,LTKTUW,1
5Y9VxpZbZc71KU0KurDRnM,LTKTUW,1
57Jm3JxgG9OmWJveoWtB4h,LTKTUW,1
7whJZKG9x0V604R68f1JPp,LTKTUW,1
4GTRSgWNj1DkvAquWCnze3,LTKTUW,1
1sO5FNrZaySiM21IHddR37,LTKTUW,1
4pjsXs51O4v1J8ijt0Sjnx,LTKTUW,0
3YPZsL6TAHBZtIo2ONL8tp,LTKTUW,1
7dPggLtK3B95ICiLworPbB,LTKTUW,0
6VaHVtC4f8UQmUtT5V6UGw,LTKTUW,0
0k2IubuGmBTUmz1IWjEMQ9,LTKTUW,1
1zx3bRFeIqknq6opwgaw3U,LTKTUW,0
1DyyOW0tR9RQepvBHcEtBW,LTKTUW,0
1FleVREqKuC6p1R5aybzWg,LTKTUW,1
0AGKIFfSYN3WUXHamXrv1A,LTKTUW,0
64Axx77NqZmOR2EfJkR2sW,LTKTUW,1
3ewqYoPCmy9YliZmrcRfh5,LTKTUW,1
2459UmAFUdGUn6sUYXxX6E,LTKTUW,0
4dNhu52E5swzdU26Cn8pjW,LTKTUW,1
63hZfaf8lnB2Bd0Z9ab2vq,LTKTUW,1
6AScERS3y78Fkf4LCO68Gp,LTKTUW,0
1PnLJ6LEfZ1PGpqTpGv97C,LTKTUW,1
1JW7hEUq5Q0uC0TSs16WOi,LTKTUW,1
4HunXDbm6cFDmsH3pFOg7h,LTKTUW,0
34ABi4XbmK2cziFgWqNe5F,LTKTUW,0
4Wn2uyDXfG9d9RHqKujDri,LTKTUW,0
5IQynvRILAlsydVL0oFtvb,7QN1TA,1
48oBIuYRNSsKPigKQAQzXp,7QN1TA,1
5oAM5EWT6UlvG08TexHfji,7QN1TA,0
25HHY5uOZLe3rESf1vwZIC,7QN1TA,0
73fOjF80AoRcP83WrvTMaO,7QN1TA,1
1vMB4th5ZdUrbyQYHEAtYG,7QN1TA,0
1GqiY5r73cSiw2MB9R2gOE,7QN1TA,1
3c7vquF4xacCmFrxztLUVH,7QN1TA,0
4RDt1bE8VJgYVwKULgWSGd,7QN1TA,1
6DIr7Bx3VBlIAzV5V5owuN,7QN1TA,1
2Bd1ZoWCY3np3XMtJNsBoP,7QN1TA,1
2EPEbGJfKkV7frfoBggIcL,7QN1TA,1
1iqnkBWge47Yhboceuceas,7QN1TA,1
0O700zbLmFWU25Mkai7Nxh,7QN1TA,1
70KpZkOdrlggy3PjItbUMh,7QN1TA,0
0gSfVE5LyuhDDbQ4IXBjcq,7QN1TA,1
0wzL0ssT3WGUJbphAVmp0I,7QN1TA,0
5y2GUsYXvXn2QlzIAOWdtE,7QN1TA,0
0wSeHxzCzrX5r4ywWqH5A7,7QN1TA,1
5CjtMsXGPHHgHcIj00c29M,7QN1TA,0
0H5Fvz2TvbppATtw2ADj8i,7QN1TA,1
2jf0Wl7qeA9uFdevL1o7rZ,7QN1TA,0
3Nche873kgUFJ4ByfmdIyQ,7QN1TA,0
74m7U8mdFpQ4Id4DHxy5i3,7QN1TA,1
3RsjdQMPdT4Jr9Z5AajuhI,7QN1TA,1
0236bbY7bADFksjSCmzPQI,7QN1TA,0
5r8QUwJSfz84WWfYvbBkIL,7QN1TA,1
5mmFQ4M6cnJA5E2occv60d,7QN1TA,0
4F5G4yNXm0mpQkSkkS1cg2,7QN1TA,1
